No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
415,SNA,"Snap-on, Inc.",Industrials,Tools & Accessories,USA,14578.66,14.39,276.74,-0.80%,250543,13.87,3.79,2.85,2.76,11.83,12.78,2.22%,4.07%,9.59%,3.80%,4.86%,2.67%,13.78%,20.57%,15.83%,4.06,3.05,0.23,0.24,51.38%,25.59%,20.22%,7/18/2024 8:30:00 AM,52.69,51.62,2.02%,-7.68%,91.04%,-0.03%,4.62%,8.28,288.42,-1.40%,7.73%,3.70%,-4.59%,1.14%,-4.19%,2.20%,1.97%,2.92,0.87,0.98,5.84,1.74%,2.96%,0.17%,-7.29%,10.77%,54.11,0.44%,-1.24%
416,SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,USA,77495.61,55.03,505.78,-6.45%,2843513,33.75,3.32,12.51,10.83,46.65,70.62,15.78%,15.68%,22.96%,16.59%,13.50%,,13.78%,22.08%,18.50%,1.86,1.7,0.08,0.09,76.58%,23.68%,23.03%,8/21/2024 4:30:00 PM,153.22,152.41,0.52%,-14.61%,88.34%,0.55%,2.50%,4.52,842.75,-7.43%,-16.67%,-3.36%,-6.34%,14.64%,-1.77%,4.63%,3.42%,1.5,3.37,1.09,23.24,-12.77%,-13.51%,-8.10%,-19.64%,20.85%,33.5,0.35%,-6.78%
417,SO,Southern Company,Utilities,Utilities - Regulated Electric,USA,96856.03,21.12,88.58,1.15%,7196632,20.49,2.89,3.71,2.99,80.85,,10.46%,7.25%,10.78%,7.30%,2.46%,3.23%,3.30%,14.60%,4.92%,0.91,0.64,1.89,2.02,32.18%,24.81%,17.64%,8/1/2024 8:30:00 AM,1099.0,1091.29,0.20%,-2.87%,68.18%,2.57%,1.71%,4.46,4177.71,7.80%,13.97%,17.59%,25.65%,24.81%,26.33%,2.54%,1.59%,2.35,1.72,0.5,1.47,9.02%,11.33%,22.05%,1.03%,43.89%,82.58,0.23%,0.92%
418,SOLV,Solventum Corp,Healthcare,Health Information Services,USA,9898.01,,57.31,-1.29%,1058479,10.4,,,2.57,9.94,,-36.97%,-11.73%,,,0.16%,,,,,1.81,1.33,2.16,2.16,,,,8/8/2024 4:30:00 PM,172.71,138.34,19.90%,0.00%,32.29%,,5.19%,3.81,1884.54,-0.56%,12.70%,-12.02%,,,-28.36%,3.23%,3.61%,3.4,0.56,,1.94,6.90%,4.72%,-3.31%,-40.33%,21.52%,58.43,-0.64%,-0.65%
419,SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,USA,49239.76,19.21,151.07,-1.54%,1432947,23.12,2.23,8.56,16.9,19.3,13.61,0.70%,-7.06%,0.03%,8.60%,0.64%,5.25%,7.74%,84.82%,9.66%,,,7.65,8.39,59.88%,50.07%,45.15%,8/5/2024 4:30:00 PM,325.91,323.13,0.86%,0.17%,91.62%,-1.81%,1.41%,3.13,1454.82,-0.91%,1.90%,6.87%,8.37%,21.77%,5.91%,2.27%,2.19%,2.22,0.98,1.76,3.41,-0.32%,0.60%,6.92%,-4.69%,47.95%,49.08,-0.61%,-0.94%
420,SPGI,S&P Global Inc,Financial,Financial Data & Stock Exchanges,USA,152130.52,46.07,486.04,-0.92%,1214394,29.79,3.29,11.46,4.36,74.61,32.29,15.80%,11.82%,1.26%,13.99%,15.23%,0.75%,5.46%,9.45%,7.10%,1.03,1.03,0.34,0.34,59.46%,38.18%,25.03%,7/30/2024 8:30:00 AM,322.0,312.62,0.12%,-5.17%,89.91%,-3.73%,0.70%,1.97,1116.27,-0.77%,8.14%,16.57%,6.30%,23.28%,10.33%,2.23%,1.75%,1.4,1.09,1.17,8.93,1.22%,6.93%,13.52%,-3.36%,42.75%,60.04,0.04%,-0.95%
421,SRE,Sempra,Utilities,Utilities - Diversified,USA,51729.16,18.1,81.74,0.32%,2695362,15.85,3.07,3.8,1.83,71.15,,3.81%,7.73%,22.84%,5.90%,9.60%,3.60%,3.42%,10.23%,4.88%,0.62,0.57,1.01,1.09,27.46%,22.54%,21.05%,8/6/2024 8:30:00 AM,632.85,632.54,0.05%,-30.66%,99.22%,-0.24%,1.87%,3.95,2995.47,4.06%,8.74%,12.17%,12.98%,11.31%,9.38%,1.89%,1.73%,1.67,0.9,0.75,1.39,5.13%,6.72%,11.67%,0.29%,28.22%,72.32,-1.26%,1.60%
422,STE,Steris Plc,Healthcare,Medical Devices,Ireland,23981.01,63.71,242.6,0.66%,647501,24.09,6.37,4.41,3.81,115.84,39.12,11.53%,10.11%,1.36%,10.00%,14.25%,0.92%,4.87%,8.60%,3.95%,3.08,2.36,0.52,0.54,43.21%,15.77%,6.95%,8/6/2024 4:30:00 PM,98.88,98.54,0.31%,-15.31%,99.61%,0.33%,3.05%,5.85,513.43,4.21%,11.60%,17.63%,8.49%,6.50%,10.35%,2.71%,2.54%,2.11,1.26,0.83,5.45,6.85%,8.12%,10.93%,-4.49%,24.11%,71.81,0.26%,0.40%
423,STLD,Steel Dynamics Inc.,Basic Materials,Steel,USA,19056.73,9.72,121.28,-4.01%,1342346,12.1,0.35,1.05,2.11,15.27,22.44,-25.32%,-9.13%,22.30%,28.06%,15.47%,1.52%,13.60%,22.57%,17.75%,2.35,1.19,0.24,0.33,18.53%,14.14%,11.10%,7/17/2024 4:30:00 PM,160.02,146.8,6.57%,-0.24%,83.47%,-3.64%,3.59%,4.04,1304.19,-7.09%,-4.60%,-7.27%,1.24%,15.11%,2.69%,3.79%,3.05%,3.07,1.03,1.35,4.35,-5.48%,-5.28%,-2.89%,-19.86%,26.96%,39.76,-1.42%,-2.63%
424,STT,State Street Corp.,Financial,Asset Management,USA,24210.7,15.2,80.91,-3.25%,1941255,8.97,1.92,1.24,1.09,,20.87,6.36%,10.71%,-2.67%,7.91%,6.65%,3.58%,0.58%,7.37%,3.69%,2.9,,0.8,1.45,,11.39%,8.42%,7/16/2024 8:30:00 AM,301.94,297.54,0.57%,-2.45%,94.34%,-0.66%,1.08%,1.53,2104.03,-5.14%,9.13%,10.53%,10.46%,11.28%,4.45%,1.98%,2.28%,2.58,0.92,1.5,1.77,-0.73%,5.32%,9.23%,-6.19%,28.88%,50.51,-2.06%,-1.22%
425,STX,Seagate Technology Holdings Plc,Technology,Computer Hardware,USA,19858.75,61.74,94.57,-4.48%,4204830,10.48,,3.03,,14.62,29.91,431.38%,31.63%,-25.87%,,-7.20%,2.95%,4.38%,,9.04%,1.08,0.68,,,23.58%,6.92%,5.11%,7/23/2024 4:30:00 PM,210.0,208.86,0.54%,-5.87%,89.91%,-0.77%,5.26%,4.59,2393.63,-8.79%,-6.71%,9.60%,8.95%,45.47%,10.78%,3.94%,2.95%,2.21,1.76,1.07,3.66,-9.53%,-6.75%,7.00%,-16.73%,51.48%,36.36,-0.97%,-3.55%
426,STZ,Constellation Brands Inc,Consumer Defensive,Beverages - Brewers,USA,44990.0,18.37,246.94,0.64%,1409592,16.24,1.62,4.45,4.39,609.62,31.29,13.75%,10.85%,-11.78%,11.30%,4.20%,1.63%,9.71%,26.21%,11.79%,1.23,0.54,1.04,1.16,50.65%,33.34%,24.42%,7/3/2024 8:30:00 AM,182.89,152.5,16.30%,-0.17%,82.96%,1.80%,1.67%,2.22,1143.63,-2.58%,-1.37%,-2.81%,-2.27%,-8.38%,2.15%,2.12%,2.11%,1.46,1.23,0.87,5.21,-1.14%,-2.08%,-1.20%,-10.16%,8.55%,45.71,-0.06%,0.70%
427,SW,Smurfit WestRock plc,Consumer Cyclical,Packaging & Containers,Ireland,10828.96,16.69,41.78,-3.55%,3582808,10.29,,0.88,1.72,3.04,14.2,-25.16%,45.78%,,,3.61%,3.25%,4.23%,10.73%,5.10%,2.3,1.92,1.02,1.09,28.54%,9.28%,5.34%,7/30/2024 4:30:00 PM,258.45,248.36,4.18%,0.00%,106.81%,,11.92%,4.42,6697.22,-14.40%,-9.37%,9.80%,26.22%,25.54%,2.38%,4.00%,3.36%,1.71,0.53,1.04,1.66,-11.31%,-9.94%,6.26%,-16.66%,36.45%,35.15,-2.34%,-1.25%
428,SWK,Stanley Black & Decker Inc,Industrials,Tools & Accessories,USA,15185.07,,98.63,-2.83%,1917046,17.65,,0.97,1.74,47.35,15.18,187.01%,34.29%,,15.82%,2.90%,3.30%,-1.14%,-2.97%,-1.89%,1.27,0.42,0.64,0.72,30.31%,9.73%,-1.74%,7/30/2024 8:30:00 AM,153.62,153.34,0.40%,-0.56%,93.48%,1.84%,3.46%,3.14,1690.81,3.35%,23.47%,16.05%,7.37%,-2.59%,0.54%,3.89%,3.15%,3.06,1.13,1.24,3.71,9.73%,14.38%,9.90%,-8.80%,29.33%,62.36,1.75%,-4.50%
429,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,16722.68,21.6,104.7,-3.06%,3287084,16.32,1.44,3.83,2.64,13.18,10.65,-26.56%,2.56%,4.11%,15.00%,6.66%,2.63%,9.34%,12.78%,10.38%,5.75,4.29,0.19,0.19,41.45%,20.52%,17.85%,7/30/2024 4:30:00 PM,159.5,159.11,0.38%,-2.44%,93.76%,1.46%,4.96%,2.94,2683.18,-9.88%,0.07%,16.70%,1.69%,-5.46%,-6.87%,4.03%,3.22%,2.62,1.23,1.21,4.06,-7.81%,-0.07%,2.71%,-13.37%,23.09%,40.4,-1.87%,-1.22%
430,SYF,Synchrony Financial,Financial,Credit Services,USA,17781.4,6.25,44.99,-7.35%,6431068,7.67,0.48,0.89,1.24,0.95,1.87,22.03%,-7.39%,6.75%,13.00%,4.33%,2.24%,2.62%,20.77%,10.11%,,,0.88,1.01,80.37%,23.63%,14.72%,7/17/2024 8:30:00 AM,406.88,392.46,0.70%,-13.36%,101.36%,-4.98%,4.64%,4.81,3791.32,-11.40%,-5.00%,-0.57%,16.52%,31.78%,17.81%,3.06%,2.57%,2.12,1.7,1.62,1.45,-9.84%,-3.13%,12.39%,-14.58%,64.83%,35.41,-4.78%,-2.70%
431,SYK,Stryker Corp.,Healthcare,Medical Devices,USA,126347.57,36.98,331.56,-0.48%,1738646,24.6,3.27,5.91,6.39,64.56,45.08,13.21%,12.33%,-2.45%,11.29%,8.80%,0.95%,9.01%,18.58%,11.39%,1.68,0.95,0.53,0.64,61.21%,21.38%,16.12%,7/30/2024 4:30:00 PM,380.1,357.57,6.17%,-1.45%,80.09%,1.53%,1.08%,2.92,1319.87,-0.03%,-0.14%,1.51%,-2.64%,20.76%,10.72%,3.19%,2.39%,1.77,1.32,0.91,8.09,-1.00%,-2.06%,2.66%,-8.26%,32.63%,45.99,-0.43%,-0.05%
432,SYY,Sysco Corp.,Consumer Defensive,Food Distribution,USA,38200.05,19.72,76.71,1.19%,3313139,15.43,2.76,0.48,20.28,54.89,16.6,6.70%,8.11%,3.98%,7.15%,6.65%,2.74%,8.19%,101.09%,13.76%,1.2,0.69,6.64,6.96,18.42%,4.31%,2.48%,7/30/2024 8:30:00 AM,497.98,497.12,0.17%,-0.67%,88.19%,-1.11%,2.17%,3.2,3373.63,5.30%,9.51%,3.31%,-6.86%,1.43%,4.90%,2.99%,2.09%,1.9,0.98,1.2,1.6,5.44%,5.81%,3.04%,-7.46%,23.26%,63.8,0.85%,0.33%
433,T,"AT&T, Inc.",Communication Services,Telecom Services,USA,138887.55,11.13,19.37,-0.51%,45233308,8.47,8.49,1.14,1.32,44.01,6.62,-8.45%,3.63%,-7.15%,1.31%,-5.92%,5.78%,3.16%,12.28%,5.05%,0.58,0.53,1.35,1.4,43.57%,20.21%,10.25%,7/24/2024 8:30:00 AM,7170.24,7162.01,0.11%,0.00%,60.47%,-0.90%,1.42%,3.04,33364.44,1.89%,3.69%,15.16%,7.37%,34.98%,15.44%,2.24%,1.93%,2.18,1.36,0.57,0.42,2.39%,5.19%,13.28%,-1.87%,39.45%,60.23,-1.37%,0.87%
434,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,11205.8,10.58,52.89,0.21%,2169170,9.12,3.16,0.94,0.86,24.45,8.03,3.00%,3.68%,-3.26%,3.35%,1.88%,3.33%,4.18%,8.40%,5.83%,0.69,0.47,0.42,0.49,37.27%,15.42%,9.07%,8/6/2024 8:30:00 AM,198.6,173.93,17.91%,-0.01%,84.61%,-2.58%,4.53%,3.63,2167.27,-2.65%,4.46%,-8.49%,-16.19%,-21.45%,-13.59%,1.97%,1.82%,2.82,1.0,0.81,1.0,1.19%,1.63%,-11.07%,-23.55%,7.52%,52.61,-0.28%,0.49%
435,TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,USA,67838.63,48.1,1212.27,-4.40%,314653,30.59,2.43,9.29,,14.02,43.04,28.30%,19.52%,6.17%,19.77%,12.64%,2.89%,6.97%,,7.90%,3.71,2.92,,,57.81%,46.04%,19.84%,8/6/2024 8:30:00 AM,55.31,54.59,2.44%,-27.97%,96.16%,1.64%,1.35%,3.0,246.22,-1.83%,-5.55%,-4.68%,8.85%,41.64%,19.84%,2.58%,2.16%,1.85,1.28,1.42,33.25,-3.60%,-6.25%,6.66%,-11.49%,56.62%,40.48,-3.00%,-1.44%
436,TDY,Teledyne Technologies Inc,Technology,Scientific & Technical Instruments,USA,19205.06,22.34,410.54,-1.83%,328712,19.09,3.7,3.46,2.07,43.33,20.1,-1.44%,10.80%,15.43%,6.04%,15.66%,,6.20%,9.84%,7.36%,1.98,1.28,0.28,0.3,39.78%,18.41%,15.84%,7/24/2024 8:30:00 AM,47.33,46.25,1.15%,-1.14%,96.43%,-1.57%,1.26%,2.13,273.04,-2.61%,6.01%,6.47%,-3.99%,7.31%,-8.01%,1.68%,1.73%,1.58,1.2,1.01,7.8,1.92%,3.61%,0.68%,-8.40%,15.51%,55.7,-1.13%,-0.70%
437,TECH,Bio-Techne Corp,Healthcare,Biotechnology,USA,12633.99,63.72,80.17,-2.65%,857927,39.78,11.46,10.95,6.27,86.95,50.3,-10.52%,13.19%,16.30%,5.56%,12.76%,0.32%,7.63%,10.40%,8.13%,4.08,2.88,0.24,0.25,66.96%,21.92%,17.58%,8/7/2024 8:30:00 AM,157.64,155.95,1.04%,-0.87%,101.61%,1.97%,2.42%,3.66,1029.49,-0.53%,12.20%,6.04%,16.97%,-2.26%,3.90%,3.22%,3.12%,1.81,0.83,1.27,2.44,3.88%,4.59%,12.68%,-6.62%,54.80%,57.76,-1.39%,-1.28%
438,TEL,TE Connectivity Ltd,Technology,Electronic Components,Switzerland,44189.97,13.08,145.4,-3.27%,1980476,17.61,1.49,2.79,3.57,30.08,15.18,12.14%,9.25%,-3.69%,8.80%,3.37%,1.67%,15.57%,28.95%,22.26%,1.51,0.99,0.23,0.33,33.94%,18.56%,21.94%,7/24/2024 8:30:00 AM,311.98,303.53,0.13%,-44.12%,94.93%,-4.26%,0.92%,1.69,1641.59,-7.02%,-2.27%,3.85%,2.21%,2.89%,3.49%,2.90%,2.17%,2.18,1.21,1.33,3.72,-5.57%,-3.99%,3.18%,-9.11%,26.44%,38.32,-1.83%,-1.46%
439,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,18307.02,38.59,117.27,-3.67%,3521480,24.88,5.03,6.79,7.05,39.75,38.25,3.42%,55.57%,3.09%,7.68%,6.75%,0.40%,14.11%,19.19%,17.75%,2.8,2.34,0.02,0.03,57.11%,19.08%,18.39%,7/24/2024 4:30:00 PM,156.11,153.66,1.57%,-0.39%,100.06%,-1.35%,3.40%,2.31,2259.85,-7.27%,-22.70%,-0.10%,23.26%,8.78%,8.06%,5.56%,4.00%,2.3,1.56,1.5,6.93,-19.21%,-19.20%,3.35%,-28.15%,44.64%,33.6,-2.07%,-1.63%
440,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,56360.77,,42.12,-2.84%,10710433,10.4,,2.19,0.99,,7.53,399.98%,25.04%,,5.20%,22.97%,4.95%,-1.25%,-10.53%,-2.21%,0.38,,0.54,0.9,,-4.54%,-8.45%,7/22/2024 8:30:00 AM,1338.1,1333.84,0.32%,1.11%,76.46%,-0.14%,1.11%,2.07,7153.01,-5.18%,8.36%,9.83%,15.40%,30.36%,14.08%,2.32%,2.47%,2.29,1.5,1.05,1.07,-0.29%,7.19%,15.85%,-7.04%,58.55%,51.87,-1.17%,-1.68%
441,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,11168.82,42.58,237.13,0.50%,745171,15.41,6.08,3.71,2.48,46.82,26.78,3.24%,10.23%,11.91%,7.00%,4.08%,0.57%,3.69%,6.04%,4.19%,2.58,1.44,0.38,0.4,61.98%,19.69%,8.76%,8/1/2024 8:30:00 AM,48.05,46.96,0.30%,-4.98%,99.97%,-9.99%,1.37%,1.28,503.01,7.64%,12.15%,19.32%,-4.25%,-4.62%,-4.90%,3.36%,2.88%,2.28,1.48,1.13,6.86,6.66%,10.92%,7.07%,-8.04%,33.49%,69.19,-0.10%,0.60%
442,TGT,Target Corp,Consumer Defensive,Discount Stores,USA,64385.61,15.6,139.17,-5.34%,6473434,13.4,0.85,0.6,4.65,17.87,14.05,4.13%,11.56%,10.17%,18.34%,7.62%,3.05%,7.70%,32.46%,13.44%,0.86,0.27,1.22,1.53,25.67%,5.42%,3.87%,8/21/2024 8:30:00 AM,461.68,461.37,0.27%,-9.59%,82.34%,1.88%,2.36%,2.69,4048.21,-6.60%,-3.89%,-11.98%,-3.64%,4.22%,-2.28%,2.98%,2.36%,2.06,1.6,1.24,3.91,-6.96%,-5.99%,-4.78%,-23.47%,35.21%,36.15,-4.23%,-1.16%
443,TJX,"TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,127865.17,28.06,113.14,-0.46%,3369762,24.94,2.59,2.33,17.05,25.27,29.95,7.13%,9.72%,9.70%,10.85%,9.32%,1.31%,15.95%,66.83%,25.11%,1.23,0.61,1.47,1.69,30.18%,10.79%,8.47%,8/21/2024 8:30:00 AM,1133.59,1128.6,0.14%,-7.62%,95.48%,0.63%,1.11%,2.17,5796.41,1.17%,2.49%,19.21%,16.57%,32.16%,20.61%,1.29%,1.26%,1.68,0.58,0.89,1.48,0.20%,3.49%,15.36%,-1.91%,32.68%,57.54,0.06%,-0.52%
444,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,235021.19,38.2,615.69,-0.98%,1564716,25.52,5.64,5.55,5.16,26.64,29.51,0.87%,10.98%,16.37%,6.78%,12.53%,0.24%,6.47%,13.67%,8.01%,1.72,1.37,0.64,0.75,38.79%,17.91%,14.69%,7/24/2024 8:30:00 AM,386.65,381.07,0.17%,-26.31%,91.61%,0.05%,0.80%,1.92,1586.99,1.41%,14.95%,7.78%,11.49%,11.18%,16.00%,2.08%,2.31%,1.64,0.99,0.78,13.75,9.02%,8.69%,13.20%,-1.06%,48.14%,69.65,-1.01%,0.03%
445,TMUS,T-Mobile US Inc,Communication Services,Telecom Services,USA,220241.39,23.63,188.76,0.90%,7922170,16.69,0.9,2.78,3.52,33.54,18.23,34.22%,21.61%,15.59%,26.15%,14.25%,1.38%,4.51%,14.73%,5.68%,0.84,0.78,1.66,1.82,46.83%,20.41%,11.95%,7/31/2024 8:30:00 AM,1195.81,490.35,57.97%,-3.30%,39.10%,-1.05%,3.90%,3.83,5002.59,7.54%,5.77%,14.46%,16.16%,39.02%,17.73%,2.57%,1.78%,1.47,1.58,0.5,3.65,5.10%,6.76%,16.00%,0.67%,43.58%,69.38,-0.13%,1.03%
446,TPR,Tapestry Inc,Consumer Cyclical,Luxury Goods,USA,8761.13,10.1,38.13,-2.61%,3279593,8.42,0.92,1.31,3.16,1.18,6.73,9.32%,6.73%,23.01%,11.00%,3.53%,3.62%,8.51%,34.96%,7.52%,6.59,5.98,3.22,3.34,72.49%,21.10%,13.15%,8/15/2024 8:30:00 AM,229.77,228.96,0.35%,-0.31%,94.33%,3.71%,1.71%,1.46,2680.08,-6.59%,-5.13%,-1.70%,-4.72%,-9.28%,3.59%,3.01%,2.78%,1.75,1.22,1.56,1.23,-7.78%,-8.97%,-2.98%,-21.86%,46.71%,34.69,-1.06%,-1.56%
447,TRGP,Targa Resources Corp,Energy,Oil & Gas Midstream,USA,28952.2,27.37,130.58,-4.06%,1766901,18.1,0.73,1.77,11.6,126.32,68.27,50.19%,29.85%,,37.75%,16.60%,2.29%,5.23%,41.41%,6.86%,0.65,0.53,5.29,5.53,17.44%,14.12%,6.52%,8/1/2024 8:30:00 AM,222.61,217.82,1.76%,-5.43%,93.50%,1.43%,1.60%,2.49,1399.6,-0.75%,-2.26%,15.57%,51.77%,60.87%,50.32%,2.61%,1.87%,1.33,1.26,2.25,2.84,-2.63%,3.09%,25.62%,-6.29%,67.47%,46.92,-3.14%,-0.94%
448,TRMB,Trimble Inc,Technology,Scientific & Technical Instruments,USA,12420.52,52.86,50.86,-3.14%,2058104,16.65,5.29,3.24,2.79,48.69,21.42,2.48%,12.06%,2.29%,10.00%,4.30%,,2.77%,5.58%,3.45%,1.0,0.88,0.6,0.72,58.57%,13.35%,6.25%,8/6/2024 8:30:00 AM,246.5,243.21,0.41%,-2.05%,94.62%,-0.84%,0.65%,1.17,1349.61,-8.13%,-8.38%,-15.36%,-2.92%,-5.39%,-4.40%,2.78%,2.22%,1.86,1.52,1.49,1.36,-9.19%,-8.88%,-6.57%,-22.41%,28.53%,29.35,-1.03%,-2.13%
449,TROW,T. Rowe Price Group Inc.,Financial,Asset Management,USA,23700.22,12.58,106.47,-4.96%,1987227,11.75,17.97,3.49,2.39,8.73,11.46,19.06%,0.27%,1.31%,0.70%,4.56%,4.65%,14.76%,19.77%,18.41%,,,0.04,0.04,80.45%,33.86%,27.91%,7/26/2024 8:30:00 AM,223.94,217.61,2.24%,-0.33%,75.08%,1.57%,4.01%,7.92,1100.8,-5.01%,-8.03%,-4.22%,-3.09%,-10.17%,-1.13%,2.75%,2.18%,3.6,1.81,1.43,2.92,-7.87%,-8.33%,-3.04%,-12.92%,21.78%,31.61,-3.21%,-1.81%
450,TRV,Travelers Companies Inc.,Financial,Insurance - Property & Casualty,USA,48897.82,13.57,214.53,1.17%,1852389,10.43,0.83,1.11,1.97,,5.9,32.97%,17.81%,6.62%,16.40%,6.52%,1.93%,3.18%,15.72%,11.16%,0.34,,0.32,0.32,,11.14%,8.30%,7/19/2024 8:30:00 AM,228.2,226.95,0.43%,-17.20%,85.31%,-0.72%,1.78%,3.3,1222.7,0.32%,5.32%,0.07%,1.18%,25.38%,12.62%,2.47%,2.13%,2.76,1.51,0.63,4.93,1.66%,2.10%,5.45%,-7.83%,36.36%,53.7,0.57%,0.59%
451,TSCO,Tractor Supply Co.,Consumer Cyclical,Specialty Retail,USA,27251.13,24.38,252.77,-1.36%,880359,22.4,3.18,1.85,12.84,69.03,44.32,2.10%,9.55%,18.53%,7.67%,13.33%,1.73%,11.97%,51.28%,15.98%,1.43,0.25,2.06,2.22,33.39%,10.19%,7.65%,7/25/2024 8:30:00 AM,107.98,107.49,0.30%,-31.54%,97.32%,2.13%,6.21%,6.02,1109.52,-3.71%,-3.39%,-5.22%,7.61%,11.85%,17.55%,2.40%,2.61%,2.3,0.79,0.8,7.32,-4.89%,-7.09%,4.34%,-12.95%,36.63%,37.52,-0.14%,-1.23%
452,TSLA,Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,663430.88,58.32,207.67,-4.24%,82566729,64.82,19.44,6.96,9.98,21.34,386.39,-27.59%,41.81%,,3.00%,36.73%,,12.22%,21.13%,16.36%,1.91,1.4,0.14,0.19,17.72%,7.58%,13.04%,7/23/2024 4:30:00 PM,3185.0,2779.15,13.01%,-0.09%,45.29%,1.98%,3.76%,1.09,95444.46,-5.52%,-15.71%,15.37%,9.96%,-18.28%,-16.42%,5.32%,5.42%,2.67,0.87,2.31,13.15,-13.88%,-0.18%,1.71%,-25.56%,49.62%,42.44,-3.36%,-0.91%
453,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,21370.49,,61.23,0.77%,3068766,16.71,,0.4,1.18,9.72,30.66,96.04%,39.48%,,50.60%,5.84%,3.18%,-1.66%,-3.28%,-2.22%,1.77,0.87,0.53,0.61,5.70%,1.71%,-1.16%,8/5/2024 8:30:00 AM,285.23,278.97,20.07%,-0.01%,70.10%,-0.77%,1.58%,1.92,2299.52,0.36%,8.18%,0.46%,8.12%,10.50%,13.92%,1.84%,1.76%,2.79,1.33,0.77,1.07,3.84%,6.07%,11.78%,-1.31%,36.25%,67.73,0.44%,0.33%
454,TT,Trane Technologies plc,Industrials,Building Products & Equipment,Ireland,71864.61,31.49,318.45,-4.46%,2070072,26.06,2.27,3.82,10.35,54.2,29.22,19.31%,13.30%,10.15%,13.84%,3.17%,1.03%,12.02%,35.59%,20.62%,1.17,0.84,0.62,0.76,34.65%,17.17%,12.33%,7/31/2024 8:30:00 AM,227.17,224.98,0.31%,-10.38%,88.98%,1.05%,0.97%,1.74,1250.02,-3.42%,-3.88%,0.52%,17.62%,55.30%,30.57%,3.49%,2.56%,2.58,1.66,1.05,10.23,-5.03%,-4.03%,13.68%,-9.38%,73.05%,40.84,-2.07%,-2.45%
455,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,25144.0,,143.68,-1.56%,1809344,19.22,,4.7,4.33,24.46,,5.06%,188.58%,,,16.30%,,-26.67%,-50.91%,-41.08%,0.94,0.94,0.61,0.62,43.37%,-8.75%,-69.99%,8/8/2024 4:30:00 PM,170.8,160.88,8.07%,-2.67%,89.73%,1.92%,4.29%,4.18,1654.06,-4.69%,-6.40%,0.43%,-13.62%,-2.40%,-10.73%,2.02%,1.81%,1.56,1.09,0.86,2.9,-4.78%,-7.47%,-5.76%,-16.27%,10.23%,29.76,-1.59%,0.03%
456,TXN,Texas Instruments Inc.,Technology,Semiconductors,USA,171160.36,32.52,187.46,-3.04%,8050214,29.46,,10.64,9.94,17.67,114.57,-26.76%,22.90%,4.81%,-2.80%,3.03%,2.77%,16.02%,31.88%,17.58%,4.62,3.49,0.75,0.81,59.36%,36.26%,32.84%,7/23/2024 4:30:00 PM,913.05,911.29,0.19%,-23.64%,88.12%,-1.35%,2.16%,3.73,5281.42,-7.19%,-5.77%,6.63%,17.39%,8.71%,9.97%,3.07%,2.57%,2.62,1.52,0.98,5.8,-6.85%,-5.40%,8.28%,-11.09%,34.40%,37.01,-0.03%,-3.01%
457,TXT,Textron Inc.,Industrials,Aerospace & Defense,USA,16343.41,18.45,87.23,-3.72%,1126988,12.42,1.46,1.18,2.39,11.58,21.2,12.38%,11.84%,-1.11%,12.60%,-0.09%,0.09%,5.65%,13.38%,8.91%,1.66,0.67,0.52,0.58,16.67%,7.74%,6.67%,7/18/2024 8:30:00 AM,192.9,186.22,0.61%,-36.56%,87.71%,-14.35%,1.86%,3.5,989.02,-5.25%,1.18%,2.18%,1.65%,13.57%,8.47%,2.48%,2.23%,2.16,1.14,1.24,2.09,-3.29%,-0.91%,2.28%,-10.38%,18.24%,42.62,-2.46%,-1.29%
