No.,Ticker,Company,Combined_Rank,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank
403,FDS,FactSet Research Systems Inc.,4254,160,15,16,16,9,11,11,13,4,13,5,4,11,8,19,5,15232.46,24.25,10.31,39.81,-1.1,10.43,0.89,11.8,1.26,92.5,1.09,-6.48,-1.39,231.18,0.84,Financial,Financial Data & Stock Exchanges,USA,36.41,398.86,1.60%,502946,3.06,7.92,32.43,9.50%,11.90%,8.60%,32.20%,12.90%,2.2,2.2,1.26,53.70%,27.30%,22.10%,3/23/2023 8:30,38.12,38.05,0.10%,-33.97%,0.93%,1.8,-1.71%,1.04%,-6.57%,-0.59%,3.51%,2.34%,2.9,2.18,0.029408815,-2.76%,-4.88%,-4.58%,-15.88%,15.30%,41.78,2.18%,-0.57%,386,410,403,251,287,279,351,120,334,138,122,300,225,498,150
404,JKHY,"Jack Henry & Associates, Inc.",4211,160,17,17,14,8,6,10,11,3,2,4,14,16,17,18,3,10867.78,27.62,7.11,33.39,20,10.72,1.41,14.3,0.18,94.1,2.63,-11.6,-17.42,584.29,0.66,Technology,Information Technology Services,USA,30.54,147.24,0.38%,376549,3.39,5.45,421.23,11.00%,9.00%,7.00%,24.80%,24.40%,1.2,1.2,0.18,41.30%,23.20%,17.70%,2/7/2023 16:30,72.96,72.29,0.50%,-3.91%,0.59%,3.25,0.53%,-21.16%,-21.74%,-16.13%,2.81%,2.96%,2.6,0.64,0.031445259,-5.80%,-12.27%,-19.74%,-30.75%,5.72%,35.51,1.14%,-0.75%,451,436,367,214,163,263,299,85,68,102,365,403,451,456,88
405,MAA,"Mid-America Apartment Communities, Inc.",4215,160,14,17,8,11,6,18,3,10,9,3,11,16,13,17,4,17189.33,29.7,2.74,49.57,19,-0.37,3.91,5.6,0.73,95.6,1.96,-13.32,-8.09,747.16,0.77,Real Estate,REIT - Residential,USA,26.14,143.34,2.39%,810818,3.73,8.51,444.17,14.00%,7.00%,5.70%,10.60%,6.30%,,,0.73,60.90%,32.20%,31.40%,2/1/2023 16:30,115.4,114.67,0.10%,-4.63%,-1.47%,3.01,-1.34%,-9.75%,-29.47%,-8.69%,2.76%,2.71%,2.5,1.09,0.028533557,-5.93%,-10.63%,-12.18%,-34.14%,2.76%,34.07,3.11%,-0.69%,357,447,208,290,165,474,84,256,238,79,289,420,348,437,123
406,AVY,Avery Dennison Corporation,4211,161,15,9,14,8,10,7,10,6,14,5,13,12,12,18,8,14200.45,16.05,6.77,31.98,4.3,13.76,1.77,9.4,1.53,92.8,2.32,-6.6,-6.18,506.6,0.98,Consumer Cyclical,Packaging & Containers,USA,18.43,169.74,0.06%,537181,2.49,1.57,84.93,12.80%,7.41%,6.40%,38.30%,14.60%,1,0.6,1.23,26.60%,11.00%,8.40%,2/2/2023 8:30,81,80.45,0.69%,-1.27%,-4.49%,3.69,1.96%,0.49%,3.12%,-6.22%,2.26%,2.35%,1.9,1.06,0.025863085,-3.31%,-6.75%,-5.28%,-16.94%,11.95%,39.06,0.68%,-0.61%,400,248,360,211,254,186,258,166,361,130,336,304,319,470,208
407,HST,"Host Hotels & Resorts, Inc.",4290,161,17,11,3,2,12,15,5,10,8,19,17,16,10,2,14,11116.24,17.27,1.6,10.2,-6.8,6.47,3.19,5.2,0.63,0,4.71,-13.2,-3.95,7527.87,1.32,Real Estate,REIT - Hotel & Motel,USA,17.06,15.06,1.35%,8288394,0.6,2.27,12.82,2.70%,28.40%,-1.80%,9.40%,6.90%,,,0.63,,15.80%,12.90%,2/15/2023 16:30,714.7,706.78,1.23%,0.00%,-0.49%,4.43,-1.83%,-5.79%,-16.92%,-6.17%,3.18%,2.83%,2.2,1.1,0.034528552,-7.31%,-12.97%,-12.45%,-29.48%,1.96%,32.61,2.38%,-1.01%,447,285,90,70,315,393,136,268,208,494,452,417,268,70,377
408,CPB,Campbell Soup Company,4258,161,14,11,11,9,15,17,6,8,13,18,19,2,10,8,0,16541.44,17.36,4.53,38.47,-24.2,4.39,2.71,6.8,1.27,52.9,7.81,2.81,-4.16,2453.98,0.32,Consumer Defensive,Packaged Foods,USA,20.19,54.54,1.94%,1817793,3.71,1.8,104.69,-3.60%,5.44%,8.00%,23.60%,11.60%,0.8,0.3,1.11,30.80%,13.60%,8.90%,3/8/2023 8:30,299,192.1,0.30%,-8.73%,-0.21%,6.12,2.17%,10.90%,26.81%,-3.89%,1.68%,1.78%,3.3,0.74,0.018335167,2.68%,3.88%,6.91%,-5.60%,26.84%,60.3,1.56%,0.37%,369,289,293,245,382,435,169,216,336,466,486,68,272,223,9
409,SHW,The Sherwin-Williams Company,4259,161,5,14,17,14,8,4,12,6,17,13,4,10,16,12,9,55281.41,21.26,17.53,84.15,10.5,16.93,1.15,9.1,3.41,79.2,1.07,-5.28,-12.77,1585.79,1.07,Basic Materials,Specialty Chemicals,USA,27.36,211.28,1.06%,2237059,3.01,2.5,278.08,13.60%,9.07%,8.10%,79.50%,15.10%,1,0.6,3.09,42.10%,11.80%,9.10%,1/26/2023 8:30,257.4,237.16,0.10%,-0.21%,-0.66%,1.6,-2.78%,1.55%,-14.68%,-10.98%,2.94%,2.53%,2.5,1.41,0.02806702,-3.47%,-7.96%,-9.35%,-25.87%,8.22%,38.1,1.28%,-0.22%,133,363,437,355,220,123,324,171,428,339,118,270,411,318,249
410,PTC,PTC Inc.,4288,161,15,15,13,8,16,3,16,7,7,6,6,11,9,17,12,14484.73,23.16,5.97,31.96,-34.3,19.9,0,7.4,0.56,91.1,1.32,-6.5,-1.62,719.36,1.2,Technology,Software - Application,USA,42.1,121.7,1.43%,413569,3.42,7.46,37.37,118.50%,12.32%,10.70%,15.30%,10.00%,1.4,1.4,0.56,80.10%,25.20%,17.60%,2/1/2023 16:30,117.82,105.26,1.00%,-59.36%,-0.96%,1.93,2.52%,11.30%,13.58%,1.38%,2.07%,2.25%,2,0.57,0.023993426,0.11%,-4.91%,2.24%,-13.02%,26.05%,46.95,1.75%,-0.31%,397,392,344,210,413,96,427,198,178,160,176,301,230,442,324
411,ALGN,"Align Technology, Inc.",4244,161,11,18,14,14,17,3,16,9,0,7,16,4,0,15,17,23901.13,31.5,6.6,86.35,-52.4,21.59,0,6.1,0,89.3,3.32,0.41,50.14,1079.2,1.59,Healthcare,Medical Devices,USA,66.69,306.7,-1.53%,994131,1.54,6.4,23.91,3.60%,43.25%,20.40%,9.90%,11.20%,1.3,1.1,0,70.50%,17.20%,9.70%,2/1/2023 16:30,77.54,73.17,0.30%,7.68%,-1.35%,2.25,-4.42%,40.72%,-29.83%,45.42%,3.70%,3.84%,2.1,0.92,0.041245517,-3.91%,1.66%,23.40%,-33.07%,78.26%,46.01,-0.97%,-0.57%,288,456,357,359,451,84,422,247,16,193,416,110,4,390,451
412,TYL,"Tyler Technologies, Inc.",4273,161,16,18,12,9,10,7,19,13,4,5,10,7,7,19,5,13983.13,38.15,5.22,38.95,1.4,13.88,0,3.5,0.38,93,1.83,-2.98,-0.04,287.41,0.82,Technology,Software - Application,USA,85.01,329.48,2.15%,179063,11.81,7.56,66.3,1.20%,7.20%,17.10%,6.60%,5.30%,1,1,0.36,42.40%,11.60%,8.90%,2/15/2023 16:30,41.61,41.18,0.30%,-24.62%,1.19%,2.62,0.88%,-3.80%,-23.02%,2.19%,2.47%,2.84%,2.1,0.62,0.02944033,1.83%,1.40%,-3.29%,-27.27%,17.21%,52.91,1.88%,0.27%,403,473,318,248,271,181,501,330,115,129,273,190,201,495,145
413,ILMN,"Illumina, Inc.",4294,161,8,19,12,15,19,0,17,19,5,6,15,0,2,13,11,34821.6,70.4,5.23,328.51,-655.9,123.69,0,-32.5,0.41,91.1,2.77,8.8,11.41,1352.84,1.15,Healthcare,Diagnostics & Research,USA,,220,1.41%,754617,,7.6,17.09,-46.50%,,10.70%,-50.80%,-45.50%,1.3,1.1,0.23,64.80%,-91.20%,-96.10%,2/7/2023 16:30,157,156.75,0.10%,-8.31%,2.74%,3.21,-2.03%,13.70%,-35.25%,8.80%,3.05%,4.02%,2.8,0.56,0.041636364,3.44%,4.73%,6.02%,-40.73%,26.84%,54.47,1.43%,-0.03%,222,495,319,402,501,12,439,503,127,159,383,18,65,351,298
414,RL,Ralph Lauren Corporation,4255,162,19,5,8,18,0,6,6,8,7,19,19,11,4,16,16,7413.04,12.04,2.99,3000,653.3,14.56,2.7,7.2,0.6,0,13.69,-6.35,7.51,920.66,1.42,Consumer Cyclical,Apparel Manufacturing,USA,14.92,111.09,-0.31%,794450,1.75,1.15,4.37,54.20%,8.52%,-1.30%,21.40%,14.20%,2.1,1.4,0.59,65.30%,10.90%,8.00%,2/9/2023 8:30,66.5,40.2,3.80%,-1.44%,-0.21%,5.98,0.15%,25.68%,-4.54%,5.13%,2.66%,2.46%,2.6,0.86,0.028715456,-3.20%,-6.54%,7.96%,-13.84%,35.09%,38.73,0.44%,-0.75%,482,149,223,453,2,167,171,204,198,492,500,297,103,411,403
415,IBM,International Business Machines Corporation,4244,162,2,6,12,9,18,15,1,16,16,18,15,9,15,4,6,114578.96,12.41,5.17,36.47,-60.3,6.53,5.27,1.3,2.32,58.5,2.88,-4.21,-11.85,5093.92,0.85,Technology,Information Technology Services,USA,65.98,125.29,1.56%,3812231,9.9,1.89,13.11,-29.90%,6.67%,-5.20%,8.10%,2.50%,0.9,0.9,2.1,54.00%,1.90%,2.70%,1/25/2023 16:30,905.86,903.33,0.10%,-4.38%,1.43%,5.1,1.29%,-0.02%,-2.35%,-11.07%,1.86%,1.63%,2.5,0.75,0.018357411,-1.23%,-5.98%,-7.08%,-18.22%,8.43%,40.8,1.56%,-0.01%,68,157,315,236,459,390,36,415,411,458,392,234,398,114,161
416,K,Kellogg Company,4288,162,11,9,13,12,16,16,3,11,14,9,16,9,14,9,0,22514.48,15.37,5.76,61.51,-35.6,5.34,3.6,5.1,1.67,85.6,3.34,-4.02,-8.83,2192.82,0.43,Consumer Defensive,Packaged Foods,USA,23.33,65.47,1.35%,2071524,9.79,1.47,75.3,-5.00%,2.38%,3.60%,23.80%,13.20%,0.7,0.4,1.35,30.10%,10.70%,6.30%,2/9/2023 8:30,346.55,317.19,16.50%,-2.30%,-0.99%,4.83,1.13%,-11.06%,6.32%,-8.10%,1.31%,1.52%,3.1,0.94,0.01603788,0.50%,-2.18%,-7.72%,-15.16%,6.79%,48.03,0.83%,0.51%,299,230,337,319,421,414,99,278,374,244,418,229,356,245,25
417,EPAM,"EPAM Systems, Inc.",4320,162,14,13,12,10,13,2,16,5,1,2,7,15,17,18,17,16072.24,19.87,5.34,42.02,-13.1,24.33,0,11.3,0.01,96.6,1.42,-10.66,-17.84,444.36,1.59,Technology,Information Technology Services,USA,39.34,278.5,-2.09%,375530,2.43,3.33,9.23,21.50%,16.20%,27.20%,15.30%,16.00%,3.7,3.7,0.01,31.90%,11.90%,8.70%,2/16/2023 8:30,57.58,55.71,2.20%,-0.08%,2.95%,1.78,-0.46%,-24.13%,-9.18%,-15.02%,3.23%,2.98%,1.8,0.85,0.038994614,-4.95%,-14.57%,-19.72%,-39.85%,7.07%,36.59,-1.75%,-0.35%,376,338,325,263,343,66,415,128,38,63,199,388,452,476,450
418,OTIS,Otis Worldwide Corporation,4245,162,9,14,19,8,10,9,11,4,19,8,5,9,7,11,19,34010.44,20.95,1000,34.7,2.6,11.27,1.44,12.3,100,87.7,1.14,-4.13,1.86,1772.49,4,Industrials,Specialty Industrial Machinery,USA,27.18,80.5,0.27%,1766820,3.09,2.49,28.6,15.10%,8.80%,2.10%,-25.30%,79.80%,0.9,0.8,,28.60%,14.90%,9.20%,2/1/2023 8:30,416.1,414.66,0.05%,-19.23%,0.00%,2.66,0.57%,22.99%,5.31%,2.80%,2.10%,1.89%,2.7,1,0.021242236,-3.40%,-3.05%,6.08%,-7.82%,28.82%,41.44,1.69%,-1.40%,227,358,487,224,266,242,293,116,478,217,127,233,184,293,500
419,GNRC,Generac Holdings Inc.,4285,163,19,7,9,18,16,1,16,8,8,4,19,13,0,13,12,7029.1,13.69,3.06,3000,-34.8,29.18,0,6.7,0.63,94,9.7,-8.29,20.79,1428.21,1.19,Industrials,Specialty Industrial Machinery,USA,20.54,111.22,3.84%,1143030,,1.54,52.97,21.30%,-1.44%,22.10%,15.10%,12.60%,2.2,0.8,0.61,33.30%,12.30%,7.70%,2/15/2023 8:30,62.03,59.73,1.20%,-7.69%,-0.97%,4.06,-1.69%,-34.99%,-64.97%,10.49%,5.04%,4.48%,2.4,0.8,0.051429599,-4.82%,-5.68%,-31.25%,-66.15%,28.89%,44.18,5.51%,-1.59%,485,194,230,454,416,49,409,220,207,107,492,340,25,338,319
420,IQV,IQVIA Holdings Inc.,4278,163,8,9,13,6,7,5,19,11,15,6,3,16,13,16,16,36076.56,15.64,6.06,22.75,15.5,15.4,0,4.4,2.21,91.1,0.93,-11.73,-7.92,945.02,1.42,Healthcare,Diagnostics & Research,USA,32.93,188.35,0.19%,1559975,2.84,2.5,27.56,32.60%,11.61%,8.20%,19.50%,8.20%,0.9,0.9,2.18,34.90%,12.50%,7.60%,2/10/2023 8:30,185.5,184.29,0.78%,-0.36%,0.39%,1.82,-1.33%,-1.19%,-14.51%,-8.07%,3.02%,3.21%,1.7,1.65,0.035572073,-7.36%,-13.18%,-11.25%,-26.12%,13.63%,32.75,0.93%,-0.73%,212,233,346,160,189,149,482,297,402,161,81,407,346,409,404
421,MAR,"Marriott International, Inc.",4266,163,5,12,18,7,1,9,13,6,18,17,10,14,5,11,17,48956.31,18.1,87.46,27.08,116.9,11.97,1.02,9.5,17.72,61.7,1.75,-8.94,5.25,1839.37,1.59,Consumer Cyclical,Lodging,USA,21.59,156.56,-2.14%,2509741,0.5,2.36,96.56,6.00%,43.50%,0.30%,182.30%,25.50%,0.5,0.5,16.51,21.90%,16.70%,11.40%,2/14/2023 8:30,316.6,256.28,0.90%,-1.05%,-3.24%,2.44,-1.39%,11.74%,-6.61%,5.15%,3.02%,2.31%,2.7,1.36,0.0296372,-6.04%,-7.45%,-0.19%,-20.08%,19.50%,37.89,-0.88%,-1.27%,150,303,464,183,42,227,345,162,461,447,263,353,128,286,452
422,NDAQ,"Nasdaq, Inc.",4259,163,10,12,11,6,11,13,11,10,10,14,9,12,17,9,8,26128.48,18.17,4.24,22.31,-3.8,8.15,1.51,5.2,0.88,77.7,1.57,-7.22,-13.72,2401.02,0.99,Financial,Financial Data & Stock Exchanges,USA,23.46,53.07,1.10%,2892439,4.24,4.2,38.26,12.40%,5.53%,9.50%,18.90%,10.50%,1,1,0.77,57.50%,25.10%,18.10%,1/25/2023 8:30,491.27,340.98,0.30%,-2.64%,0.05%,2.23,0.61%,-7.54%,-8.57%,-13.50%,1.96%,2.06%,2.5,1.2,0.023553797,-2.19%,-8.19%,-10.16%,-23.33%,13.47%,39.69,1.96%,-0.84%,277,308,279,154,301,346,284,269,276,353,227,313,428,229,215
423,BXP,"Boston Properties, Inc.",4276,163,18,13,2,5,2,18,0,12,16,0,16,19,19,12,11,8115.75,20.17,1.26,19.3,70.1,1.37,7.93,3.6,2.36,99.8,3.32,-27.93,-26.8,1584.73,1.13,Real Estate,REIT - Office,USA,9.16,49.42,4.33%,3704251,1.31,2.61,11.76,13.00%,7.00%,3.60%,14.10%,5.10%,,,2.36,63.00%,34.00%,27.30%,1/31/2023 16:30,156.78,156.46,0.10%,6.48%,-2.91%,3.28,-3.29%,-36.51%,-59.91%,-26.87%,6.44%,4.64%,2.6,2.34,0.056252529,-16.12%,-25.95%,-35.07%,-62.87%,4.81%,28.98,5.92%,-1.50%,477,344,56,131,62,460,7,319,413,2,415,492,493,319,286
424,IEX,IDEX Corporation,4300,163,14,15,13,12,4,16,13,4,0,19,8,7,11,19,8,16831.05,23.93,5.44,53.95,31.3,5.33,1.09,11.6,0,0,1.53,-2.77,-5.41,385.18,1,Industrials,Specialty Industrial Machinery,USA,28.41,219.44,0.66%,236910,2.37,5.29,39.12,12.10%,12.00%,6.80%,20.40%,13.80%,2.6,1.7,0.48,44.80%,24.70%,18.40%,2/1/2023 8:30,75.4,75.17,0.10%,-23.03%,-1.72%,2.98,1.72%,8.76%,13.46%,-3.89%,2.15%,2.00%,2.2,0.62,0.022876413,-1.20%,-3.25%,2.44%,-10.88%,27.44%,45.61,1.62%,-0.94%,363,401,329,307,126,415,329,124,20,484,217,185,296,482,222
425,IDXX,"IDEXX Laboratories, Inc.",4289,163,7,19,18,14,12,7,19,0,16,5,12,3,1,18,12,40486.68,44.4,66.15,102.71,-6.7,14.09,0,25.7,2.22,91.8,2.09,1.5,16.13,498.5,1.19,Healthcare,Diagnostics & Research,USA,60.48,485.51,1.41%,268171,3.36,12.02,359.88,19.60%,18.00%,11.30%,124.50%,36.70%,0.9,0.6,1.14,59.50%,26.70%,20.20%,2/6/2023 8:30,82.93,82.01,0.30%,-16.82%,-0.23%,3.44,3.00%,48.89%,-9.43%,19.01%,3.28%,2.89%,2.3,0.54,0.031595642,2.35%,0.67%,20.47%,-13.44%,53.13%,53.49,1.36%,0.05%,188,485,461,367,314,178,500,15,403,148,308,90,41,473,318
426,CAH,"Cardinal Health, Inc.",4260,164,13,5,19,2,19,5,6,19,18,5,11,14,16,8,4,18361.64,11.08,1000,8.16,-260.9,16.24,2.82,-2.9,100,93,1.93,-9.43,-12.04,2580.23,0.76,Healthcare,Medical Distribution,USA,,70.37,1.97%,1994603,,0.1,5.03,-23.10%,11.85%,6.90%,94.30%,-16.70%,1,0.5,,3.40%,0.00%,-0.70%,2/2/2023 8:30,261,256.52,0.60%,-4.88%,0.12%,1.92,1.08%,4.61%,23.98%,-8.46%,2.48%,2.04%,2.6,0.77,0.022879068,-3.10%,-6.75%,0.70%,-13.73%,41.59%,40.08,2.43%,-0.45%,336,130,484,57,495,134,159,486,467,128,287,363,405,212,117
427,IPG,"The Interpublic Group of Companies, Inc.",4269,164,16,5,10,18,11,16,4,10,10,19,15,9,4,6,11,13622.15,11.51,3.73,3000,-0.7,5.84,3.54,5.3,0.8,0,2.83,-4.39,6.5,3351.47,1.12,Communication Services,Advertising Agencies,USA,14.75,35.04,0.03%,4823114,1.99,1.25,5.35,11.20%,7.40%,3.80%,26.80%,16.00%,1,1,0.79,16.90%,12.50%,8.60%,2/9/2023 8:30,387.9,383.16,0.48%,-8.31%,-1.15%,3.23,3.88%,33.43%,-0.26%,5.19%,2.45%,2.20%,2.4,1.44,0.024543379,0.69%,-2.81%,11.92%,-11.34%,39.38%,49.52,1.13%,-1.08%,408,134,262,458,284,405,108,267,257,496,389,239,110,173,279
428,GPC,Genuine Parts Company,4334,164,11,10,13,9,4,15,7,8,11,11,13,16,15,14,7,22443.25,16.45,5.84,35.54,33.3,6.87,2.42,7.2,0.88,82.4,2.38,-12.73,-11.85,1179.51,0.92,Consumer Cyclical,Specialty Retail,USA,18.88,156.88,1.68%,1619899,4.1,1.02,34.34,12.90%,4.60%,6.30%,32.20%,17.20%,1.1,0.6,0.81,35.00%,7.30%,5.40%,2/23/2023 8:30,141.04,137.98,0.10%,0.00%,1.05%,2.78,-3.20%,1.66%,23.05%,-9.58%,2.86%,2.35%,2.9,1.37,0.025752167,-6.38%,-7.25%,-3.11%,-16.43%,25.65%,35.09,0.51%,1.16%,300,264,343,230,123,382,199,203,279,294,343,415,397,376,186
429,LVS,Las Vegas Sands Corp.,4315,164,7,13,16,18,9,0,17,7,17,18,17,8,1,4,12,41371.22,19.75,10.7,3000,7.6,98.41,0,8.3,4.12,41,4.6,-3.74,15.91,5192.8,1.18,Consumer Cyclical,Resorts & Casinos,USA,,54.35,-0.69%,3291474,,10.07,6.56,-20.00%,-1.75%,-20.20%,44.40%,-4.80%,1.7,1.7,3.59,40.10%,-19.30%,44.60%,1/25/2023 16:30,764,330.09,56.80%,0.00%,0.34%,2.92,-0.62%,54.01%,42.39%,13.06%,2.52%,2.80%,1.9,0.63,0.030910764,-4.08%,-3.96%,24.07%,-10.89%,88.23%,41.52,0.44%,-1.13%,184,336,405,477,235,14,441,180,432,477,450,220,42,111,311
430,PKI,"PerkinElmer, Inc.",4315,164,14,14,6,7,17,4,15,12,7,8,15,4,15,16,10,16590.5,20.69,2.18,29.68,-46.8,17.85,0.22,4,0.6,88.4,2.76,-0.34,-10.25,859.32,1.1,Healthcare,Diagnostics & Research,USA,31.49,127.58,1.98%,791459,,5.01,36.51,11.30%,-8.13%,8.00%,7.90%,5.10%,2.1,1.9,0.53,60.10%,22.40%,17.20%,2/14/2023 8:30,126.16,126.05,0.10%,-36.77%,-9.42%,4.04,4.10%,3.53%,-27.78%,-9.01%,2.67%,2.92%,2.4,0.92,0.030725819,2.42%,-2.84%,-6.54%,-29.77%,12.44%,51.29,2.50%,-0.50%,367,354,162,198,438,112,392,312,197,204,381,123,385,421,269
431,ABC,AmerisourceBergen Corporation,4331,165,9,6,18,5,9,13,12,14,19,15,11,6,13,14,1,31641.74,12.42,1000,19.01,8.9,8.27,1.24,3,100,72.4,2.04,-1.94,-7.62,1350.97,0.52,Healthcare,Medical Distribution,USA,18.99,156.41,3.63%,1179811,2.57,0.13,,37.40%,7.38%,9.30%,,34.50%,0.9,0.5,,3.50%,1.00%,0.70%,2/1/2023 8:30,204.03,162.29,0.20%,-97.95%,0.01%,2.45,2.89%,11.71%,3.22%,-5.61%,2.18%,2.05%,2.1,0.87,0.020906592,2.06%,-0.99%,2.63%,-10.43%,15.74%,53.67,3.69%,-0.05%,239,159,472,129,228,339,318,353,496,397,298,159,343,353,48
432,MRNA,"Moderna, Inc.",4380,165,4,19,9,3,15,19,16,0,1,17,17,3,19,5,18,58974.47,2000,3.06,12.87,-29,-49.1,0,31.7,0.06,65.9,4.51,2.24,-28.17,3788.62,1.69,Healthcare,Biotechnology,USA,7.56,150.88,0.98%,1988415,,3.06,5.96,92.10%,,147.90%,46.30%,40.60%,2.7,2.5,0.05,71.90%,48.90%,43.40%,2/23/2023 8:30,388,347.6,2.40%,-20.83%,0.88%,4.14,0.57%,21.36%,-15.58%,-16.00%,3.75%,3.84%,2.4,0.52,0.040164369,4.39%,-8.54%,-4.63%,-30.55%,31.17%,48.16,0.76%,0.21%,126,503,228,96,396,502,404,3,49,436,445,81,494,150,467
433,ZBRA,Zebra Technologies Corporation,4322,166,15,8,13,9,17,9,18,9,9,6,6,9,1,19,18,15161.21,14.89,5.46,36.71,-43.3,11.94,0,6.5,0.74,91,1.25,-4.08,15.11,365.12,1.67,Technology,Communication Equipment,USA,32.83,288.73,-0.01%,321959,8.43,2.62,144.39,39.70%,3.89%,9.20%,17.10%,9.40%,0.8,0.4,0.66,45.40%,9.20%,8.00%,2/16/2023 8:30,51.67,51.34,0.69%,-0.44%,0.26%,1.76,0.01%,5.79%,-31.24%,12.60%,2.68%,2.70%,2.4,0.88,0.031863679,-2.41%,-5.77%,-0.80%,-34.47%,28.40%,43.52,0.75%,-0.75%,388,219,330,239,433,228,463,231,246,164,156,231,44,485,465
434,ATO,Atmos Energy Corporation,4367,166,15,11,3,17,8,15,6,18,11,4,18,11,11,16,2,15611.81,17.06,1.58,3000,9.4,6.55,2.71,0,0.89,93.7,5.15,-5.83,-4.54,821.32,0.62,Utilities,Utilities - Regulated Gas,USA,19.36,109.38,2.68%,945278,2.61,3.34,90.98,9.20%,7.43%,8.80%,,4.80%,1,0.9,0.67,56.10%,,,2/7/2023 16:30,141.82,139.25,0.30%,-3.08%,1.79%,8.74,-4.63%,-3.49%,-4.31%,-2.40%,3.08%,2.48%,2.3,1.15,0.02559883,-2.30%,-4.28%,-2.79%,-11.04%,11.94%,42.71,2.36%,0.32%,382,279,87,447,225,389,170,465,280,116,465,285,279,425,73
435,BR,"Broadridge Financial Solutions, Inc.",4371,166,14,12,15,15,11,12,9,9,16,7,9,5,6,18,8,16832.63,18.66,9.26,148.7,-2.1,8.81,2.06,6.5,2.3,90.4,1.69,-1.64,3.13,548.41,1.01,Technology,Information Technology Services,USA,31.31,140.6,1.99%,1051538,2.65,2.89,60.12,11.00%,11.80%,6.60%,28.70%,11.00%,1.3,1.3,2.3,27.90%,13.40%,9.10%,2/2/2023 8:30,117.7,116.87,0.60%,-5.75%,0.24%,3.61,4.02%,-10.54%,-6.62%,4.82%,1.95%,1.91%,2.7,1.92,0.020483642,1.01%,-2.30%,-5.42%,-23.31%,7.04%,51.65,2.04%,-0.05%,362,320,393,383,292,323,232,230,409,180,251,150,157,463,226
436,COO,"The Cooper Companies, Inc.",4400,166,13,16,7,10,18,8,15,13,4,19,14,1,3,19,6,17751,24.66,2.39,41.91,-86.9,12.9,0.02,3.2,0.37,0,2.73,4.4,8.01,298.03,0.89,Healthcare,Medical Instruments & Supplies,USA,47,355.02,2.92%,373187,4.7,5.25,150.18,0.60%,10.00%,9.10%,5.20%,4.20%,1.7,1,0.36,65.30%,15.60%,11.10%,3/2/2023 16:30,49.4,49.08,0.56%,-12.72%,-4.03%,4.5,3.96%,29.48%,-12.80%,7.36%,2.58%,2.86%,2.4,1.25,0.027885753,5.13%,3.80%,13.11%,-17.42%,45.37%,59.84,2.89%,0.02%,350,412,179,261,473,208,397,340,111,486,375,44,99,492,173
437,CTAS,Cintas Corporation,4397,166,6,17,16,11,8,9,13,2,10,17,7,4,12,19,15,44638.61,30.85,12.93,51.17,13.8,11.1,1.05,15.5,0.85,66.4,1.41,-0.19,-6.04,338.37,1.34,Industrials,Specialty Business Services,USA,35.5,436.35,0.74%,282126,2.91,5.33,497.09,22.80%,12.21%,8.10%,38.60%,21.70%,1.9,1.5,0.72,46.50%,20.30%,15.30%,3/29/2023 8:30,101.64,86.25,0.50%,-3.50%,0.61%,3.6,0.84%,12.24%,8.72%,-3.38%,2.00%,2.10%,2.2,0.83,0.021359001,0.01%,-0.66%,3.52%,-7.20%,26.90%,49.1,0.84%,-0.10%,170,451,417,297,203,247,338,72,269,433,195,120,313,489,383
